first_seen_at,furnish,latitude,longitude,property_type,energy_label,internet,kitchen,pets,shower,smoking_inside,toilet,area,rent,deposit,distance,rent_per_m2
2019-09-09,Furnished,52.356868,4.825084,Room,Unknown,Yes,Shared,No,Shared,No,Shared,752,800,0,5.696886954679119,1.0638297872340425
2019-09-09,Furnished,52.355745,4.91599,Room,Unknown,No,None,No,None,No,None,132,450,0,2.7822473216087253,3.409090909090909
2019-09-09,Furnished,52.361929,4.935705,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,485,485,3.047919131216761,3.9754098360655736
2019-09-09,Unfurnished,52.353506,4.931759,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,765,765,3.5349069517406657,5.032894736842105
2019-09-09,Furnished,52.326064,4.946537,Apartment,Unknown,Yes,Own,Yes,Own,No,Own,722,890,890,6.661272074076049,1.2326869806094183
2019-09-09,Unfurnished,52.360984,4.939278,Room,Unknown,Yes,Shared,No,Shared,No,Shared,242,550,0,3.3048127238476175,2.272727272727273
2019-09-09,Unfurnished,52.337782,4.926385,Room,Unknown,Yes,Own,No,Own,Yes,Own,202,600,0,4.901597212475622,2.9702970297029703
2019-09-09,Unfurnished,52.326557,4.947901,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,450,0,6.657406924388105,4.411764705882353
2019-09-09,Uncarpeted,52.384146,4.837077,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,602,1100,1100,4.363330020397885,1.8272425249169435
2019-09-09,Unfurnished,52.291861,4.984332,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,182,400,400,11.242541497545366,2.197802197802198
2019-09-09,Unfurnished,52.362493,4.851772,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,435,435,3.7926983457149763,3.5655737704918034
2019-09-09,Furnished,52.361442,4.824215,Room,Unknown,Yes,Shared,No,Shared,No,Shared,112,580,0,5.552238781372682,5.178571428571429
2019-09-09,Furnished,52.341915,4.94675,Room,Unknown,Yes,Shared,Yes,Own,No,Own,102,750,0,5.1798632466502434,7.352941176470588
2019-09-09,Furnished,52.352972,4.835464,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,700,300,5.291346907920855,4.320987654320987
2019-09-09,Unfurnished,52.339942,4.896501,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,650,0,4.344030049842752,4.012345679012346
2019-09-09,Furnished,52.34921,4.785248,Apartment,A,Yes,Own,No,Own,No,Own,402,1350,1350,8.522808888040682,3.3582089552238807
2019-09-09,Furnished,52.345605,4.854547,Room,A,Yes,Shared,No,Shared,No,Shared,62,650,1300,4.853950496772928,10.483870967741936
2019-09-10,Furnished,52.363953,4.903877,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,502,650,650,1.6784142355997382,1.294820717131474
2019-09-10,Unfurnished,52.37994,4.819127,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,650,600,5.547851563006931,7.065217391304348
2019-09-10,Furnished,52.355731,4.912074,Room,A,Yes,Shared,No,Own,No,Own,182,1164,0,2.694464867779691,6.395604395604396
2019-09-10,Furnished,52.357496,4.854095,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,900,900,3.9621187117266317,5.921052631578948
2019-09-10,Furnished,52.397318,4.929934,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,102,550,0,2.862457347858924,5.392156862745098
2019-09-10,Furnished,52.367376,4.89247,Room,Unknown,No,None,No,None,No,None,122,680,680,1.396337823157808,5.573770491803279
2019-09-10,Furnished,52.345951,4.862293,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,600,0,4.499548469126214,5.882352941176471
2019-09-10,Furnished,52.357698,4.807989,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,600,0,6.733555570875324,6.521739130434782
2019-09-10,Furnished,52.358795,4.823182,Apartment,Unknown,Yes,Own,No,Own,No,Own,652,1500,1500,5.726871684802947,2.3006134969325154
2019-09-10,Furnished,52.374108,4.963605,Room,A,Yes,Shared,No,Shared,No,Shared,102,900,750,4.325001172920663,8.823529411764707
2019-09-10,Uncarpeted,52.355621,4.891795,Room,Unknown,Yes,Shared,No,Shared,No,Shared,82,750,0,2.6586880596867704,9.146341463414634
2019-09-10,Furnished,52.356886,4.836411,Apartment,Unknown,Yes,Own,No,Own,No,Own,412,1000,1000,5.010496939886598,2.4271844660194173
2019-09-10,Furnished,52.357218,4.857291,Room,A,Yes,Shared,No,Shared,No,Shared,152,970,1800,3.809936448496106,6.381578947368421
2019-09-10,Furnished,52.373074,4.828112,Room,Unknown,Yes,Shared,Yes,Shared,Yes,Shared,212,850,0,4.9775997990894005,4.009433962264151
2019-09-10,Furnished,52.350155,4.905918,Apartment,Unknown,Yes,Own,No,Own,No,Own,672,1850,1850,3.219287469224436,2.7529761904761907
2019-09-10,Uncarpeted,52.295991,4.963614,Room,Unknown,No,None,No,None,No,None,112,500,150,10.177063272893157,4.464285714285714
2019-09-10,Furnished,52.362911,4.926112,Apartment,Unknown,Yes,Own,No,Own,No,Own,352,450,185,2.4879078228209965,1.2784090909090908
2019-09-10,Furnished,52.38316,4.961623,Studio,Unknown,Yes,Own,No,Own,No,Own,802,1300,1300,4.1835208525856515,1.6209476309226933
2019-09-10,Furnished,52.399927,4.916417,Studio,C,Yes,Own,No,Own,No,Own,302,1200,1500,2.5761295500531043,3.9735099337748343
2019-09-10,Uncarpeted,52.373063,4.828112,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,762,2200,6600,4.977759999023124,2.8871391076115485
2019-09-10,Unfurnished,52.378932,4.79823,Apartment,Unknown,No,Shared,No,Shared,No,Shared,502,1000,1500,6.969726103309093,1.9920318725099602
2019-09-10,Furnished,52.348403,4.795585,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,850,850,7.916582623522729,4.670329670329671
2019-09-10,Furnished,52.364489,4.873731,Apartment,Unknown,No,None,No,None,No,None,1152,2800,0,2.4322428462190713,2.4305555555555554
2019-09-10,Furnished,52.353262,4.794922,Room,Unknown,No,None,No,None,No,None,122,750,0,7.741916509424212,6.147540983606557
2019-09-10,Unfurnished,52.375034,4.813158,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,162,550,500,5.968970965631998,3.3950617283950617
2019-09-10,Unfurnished,52.358415,4.902919,Apartment,Unknown,No,None,No,None,No,None,902,1750,0,2.2851242376659426,1.9401330376940134
2019-09-10,Furnished,52.36067,4.94394,Apartment,Unknown,Yes,Own,Yes,Own,No,Own,852,1600,3200,3.582883050496017,1.8779342723004695
2019-09-10,Uncarpeted,52.341041,4.848364,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,700,250,5.513831252168769,7.608695652173913
2019-09-10,Furnished,52.312962,4.980819,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,890,950,9.150699912355304,5.493827160493828
2019-09-10,Unfurnished,52.363571,4.802597,Room,Unknown,Yes,Shared,Yes,Shared,Yes,Shared,232,550,200,6.888072554893987,2.3706896551724137
2019-09-10,Unfurnished,52.349941,4.840999,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,900,1800,5.182372863564169,8.823529411764707
2019-09-10,Unfurnished,52.380447,4.87504,Apartment,Unknown,No,None,No,None,No,None,1002,2200,0,1.7476800320403785,2.1956087824351296
2019-09-10,Unfurnished,52.379767,4.789111,Apartment,C,No,Shared,No,Shared,No,Shared,1022,2200,2200,7.5912384600662905,2.152641878669276
2019-09-11,Furnished,52.31648,4.954169,Room,Unknown,No,Shared,No,Shared,No,Shared,152,500,0,7.847291999523192,3.289473684210526
2019-09-11,Uncarpeted,52.378197,4.811408,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,162,550,550,6.072903523450912,3.3950617283950617
2019-09-11,Furnished,52.372339,4.857205,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,600,600,3.0428546332448376,2.9702970297029703
2019-09-11,Unfurnished,52.291204,4.988074,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,375,375,11.4365222626987,3.0737704918032787
2019-09-11,Furnished,52.413416,4.918038,Room,Unknown,Yes,Shared,No,Shared,No,Shared,112,670,0,4.020291774391436,5.982142857142857
2019-09-11,Furnished,52.370511,4.83709,Room,Unknown,No,Shared,Yes,Shared,Yes,Shared,1302,1060,0,4.423541216906391,0.8141321044546851
2019-09-11,Furnished,52.349297,4.838524,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,950,0,5.359214789424551,5.864197530864198
2019-09-11,Furnished,52.328468,4.859193,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,550,200,6.280557329572864,4.508196721311475
2019-09-11,Unfurnished,52.354578,4.890662,Room,Unknown,Yes,None,No,None,No,None,82,750,0,2.789572795206639,9.146341463414634
2019-09-11,Furnished,52.364664,4.864143,Room,Unknown,Yes,Shared,No,Shared,No,Shared,72,400,300,2.9442190419862806,5.555555555555555
2019-09-11,Furnished,52.392233,4.871002,Apartment,Unknown,Yes,Own,No,Own,No,Own,522,1500,1500,2.5013161457159376,2.8735632183908044
2019-09-11,Furnished,52.358722,4.990597,Studio,Unknown,No,None,No,None,No,None,302,1300,0,6.529449214275708,4.304635761589404
2019-09-11,Furnished,52.326862,4.873724,Studio,Unknown,No,None,No,None,No,None,352,1280,0,6.07285062701416,3.6363636363636362
2019-09-11,Furnished,52.370236,4.869584,Room,Unknown,No,Shared,No,Shared,No,Shared,102,925,0,2.320741624891028,9.068627450980392
2019-09-11,Unfurnished,52.37156,4.895894,Apartment,Unknown,No,None,No,None,No,None,502,1500,0,0.8770028249847256,2.9880478087649402
2019-09-11,Unfurnished,52.319278,4.966553,Room,C,Yes,Shared,No,Shared,No,Shared,82,570,570,8.014127122970704,6.951219512195122
2019-09-11,Furnished,52.377773,4.813663,Room,Unknown,Yes,Shared,Yes,Shared,Yes,Shared,102,450,0,5.92019814481585,4.411764705882353
2019-09-11,Unfurnished,52.374125,4.921318,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,475,0,1.5089174734354056,3.8934426229508197
2019-09-11,Furnished,52.359058,4.887334,Room,D,Yes,Shared,No,Shared,No,Shared,1002,1250,0,2.3852430594690173,1.2475049900199602
2019-09-11,Furnished,52.352405,4.91499,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,500,500,3.107413409998711,4.098360655737705
2019-09-11,Furnished,52.352405,4.91499,Room,Unknown,Yes,Shared,No,Shared,No,Shared,252,700,700,3.107413409998711,2.7777777777777777
2019-09-11,Furnished,52.317265,4.949494,Apartment,Unknown,No,None,No,None,No,None,502,1450,0,7.625532831475532,2.8884462151394423
2019-09-11,Furnished,52.371195,4.849978,Apartment,Unknown,No,None,No,None,No,None,602,1650,0,3.55123971006467,2.740863787375415
2019-09-11,Furnished,52.334488,4.882012,Apartment,Unknown,No,None,By mutual agreement,None,Not important,None,1052,1750,0,5.101370617333061,1.6634980988593155
2019-09-11,Furnished,52.352354,4.897262,Apartment,Unknown,Yes,Own,No,Own,No,Own,702,1250,500,2.9626347294333826,1.7806267806267806
2019-09-11,Unfurnished,52.32553,4.976743,Apartment,Unknown,No,Own,No,Own,No,Own,552,1025,0,7.8867432521902625,1.8568840579710144
2019-09-11,Unfurnished,52.381784,4.857105,Room,D,Yes,Shared,No,Shared,No,Shared,172,720,720,2.9777714187226407,4.186046511627907
2019-09-11,Furnished,52.350258,4.795817,Apartment,Unknown,No,None,No,None,No,None,792,1650,0,7.815750194624536,2.0833333333333335
2019-09-11,Furnished,52.399692,4.931994,Room,Unknown,Yes,Shared,No,Shared,No,Shared,172,610,0,3.1505834978994254,3.546511627906977
2019-09-11,Furnished,52.381006,4.883532,Apartment,Unknown,Yes,Own,No,Own,No,Own,452,950,0,1.18431279442894,2.101769911504425
2019-09-11,Furnished,52.365122,4.940026,Room,Unknown,Yes,Shared,No,Shared,No,Shared,262,780,200,3.0932625701982546,2.9770992366412212
2019-09-11,Furnished,52.412543,4.918165,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,750,0,3.930222016475614,7.352941176470588
2019-09-11,Furnished,52.356114,4.80516,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,850,850,6.976580577147311,4.670329670329671
2019-09-11,Furnished,52.365682,4.865816,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,120,0,2.7874106082378356,0.7407407407407407
2019-09-11,Furnished,52.405137,4.930749,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,950,950,3.5694369652847553,4.702970297029703
2019-09-11,Furnished,52.330938,4.869969,Room,Unknown,No,None,No,None,No,None,102,850,750,5.730096375904989,8.333333333333334
2019-09-11,Furnished,52.299198,4.960327,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,162,550,0,9.75906612261671,3.3950617283950617
2019-09-12,Furnished,52.371827,4.950351,Apartment,Unknown,No,None,No,None,No,None,802,1750,500,3.4796784123838718,2.1820448877805485
2019-09-12,Unfurnished,52.324439,4.871402,Apartment,Unknown,Yes,Own,No,Own,Yes,Own,652,1000,1000,6.3780057160877375,1.5337423312883436
2019-09-12,Unfurnished,52.344713,4.861619,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,172,360,360,4.638630850407372,2.0930232558139537
2019-09-12,Uncarpeted,52.308448,4.976278,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,445,585,9.384704739003874,3.6475409836065573
2019-09-12,Furnished,52.398234,4.914944,Room,Unknown,Yes,Shared,No,Shared,No,Shared,172,600,0,2.363102910947512,3.488372093023256
2019-09-12,Unfurnished,52.37156,4.895894,Apartment,Unknown,Yes,Own,No,Own,No,Own,502,1500,3000,0.8770028249847256,2.9880478087649402
2019-09-12,Furnished,52.35279,4.888913,Room,Unknown,Yes,Shared,No,Shared,No,Shared,172,710,0,3.0122189353718234,4.127906976744186
2019-09-12,Unfurnished,52.356461,4.902695,Studio,Unknown,No,Own,No,Own,No,Own,302,1000,1000,2.501146219137109,3.3112582781456954
2019-09-12,Uncarpeted,52.372242,4.829312,Room,Unknown,Yes,Shared,Yes,Shared,Yes,Shared,132,550,550,4.909748334287011,4.166666666666667
2019-09-12,Furnished,52.417195,4.892128,Room,Unknown,No,None,No,None,No,None,172,750,750,4.299826534524294,4.3604651162790695
2019-09-12,Furnished,52.398191,4.954002,Room,Unknown,No,None,No,None,No,None,122,750,650,4.22320128581084,6.147540983606557
2019-09-12,Unfurnished,52.298603,4.955822,Studio,A,Yes,Own,Yes,Own,No,Own,372,909,984,9.695970619209609,2.443548387096774
2019-09-12,Unfurnished,52.384214,4.911755,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,102,529,509,0.9635815368354831,5.186274509803922
2019-09-12,Furnished,52.377533,4.874333,Studio,Unknown,Yes,Shared,No,Shared,No,Shared,352,850,800,1.7938653160209228,2.414772727272727
2019-09-12,Furnished,52.354187,4.799502,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,402,800,400,7.413927124752948,1.9900497512437811
2019-09-12,Furnished,52.325317,4.947237,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,650,650,6.7570712056683355,7.065217391304348
2019-09-12,Furnished,52.359617,4.860156,Studio,A,Yes,Own,No,Own,No,Own,282,925,1000,3.4907857634803077,3.280141843971631
2019-09-12,Furnished,52.363692,4.888809,Room,Unknown,No,None,By mutual agreement,None,Not important,None,202,1100,0,1.8726738211811416,5.445544554455446
2019-09-12,Furnished,52.366528,4.891316,Studio,A,Yes,Shared,No,Own,No,Own,382,1000,450,1.514495556535605,2.6178010471204187
2019-09-12,Furnished,52.35173,4.900558,Apartment,Unknown,No,None,No,None,No,None,802,1800,0,3.0234339460257322,2.2443890274314215
2019-09-12,Furnished,52.352745,4.866153,Apartment,Unknown,No,None,No,None,No,None,1102,2850,0,3.737700355485565,2.586206896551724
2019-09-12,Furnished,52.362633,4.87557,Room,Unknown,Yes,Shared,No,Own,No,Shared,182,475,0,2.485677006770892,2.60989010989011
2019-09-12,Furnished,52.319012,4.979117,Apartment,Unknown,No,None,No,None,No,None,752,1450,0,8.54696636431377,1.928191489361702
2019-09-12,Furnished,52.345711,4.824401,Apartment,D,Yes,Own,No,Own,No,Own,792,1500,3500,6.369514940188603,1.893939393939394
2019-09-12,Unfurnished,52.381038,4.888045,Apartment,Unknown,No,None,No,None,No,None,602,1800,0,0.8861081825902551,2.990033222591362
2019-09-12,Unfurnished,52.360682,4.862284,Apartment,Unknown,Yes,None,No,None,No,None,652,1750,0,3.303593582508077,2.684049079754601
2019-09-12,Unfurnished,52.377402,4.941523,Apartment,Unknown,Yes,None,No,None,No,None,952,1850,0,2.7930801424994223,1.9432773109243697
2019-09-12,Furnished,52.358107,4.912073,Apartment,Unknown,Yes,None,No,None,No,None,592,1495,0,2.4426627947359347,2.5253378378378377
2019-09-12,Furnished,52.369186,4.95205,Apartment,Unknown,Yes,None,No,None,No,None,1172,2500,0,3.668195599250698,2.1331058020477816
2019-09-12,Furnished,52.354152,4.832197,Apartment,Unknown,No,None,No,None,No,None,472,1250,0,5.41119099701146,2.6483050847457625
2019-09-12,Furnished,52.375552,4.859535,Apartment,Unknown,No,None,No,None,No,None,502,1450,0,2.819899997504411,2.8884462151394423
2019-09-12,Furnished,52.34998,4.893713,Apartment,Unknown,Yes,None,No,None,No,None,572,1650,0,3.251986560510804,2.8846153846153846
2019-09-12,Unfurnished,52.382423,4.854308,Room,Unknown,No,Shared,No,Shared,Yes,Shared,82,400,250,3.1751572369866508,4.878048780487805
2019-09-12,Unfurnished,52.343092,4.894741,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,857,775,4.004426742617356,4.708791208791209
2019-09-12,Furnished,52.295991,4.963614,Room,Unknown,No,None,No,None,No,None,112,500,0,10.177063272893157,4.464285714285714
2019-09-12,Furnished,52.299048,4.96058,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,600,600,9.781436750387709,4.545454545454546
2019-09-12,Furnished,52.356868,4.825084,Room,D,Yes,Shared,No,Shared,No,Shared,142,850,0,5.696886954679119,5.985915492957746
2019-09-12,Unfurnished,52.348857,4.819404,Room,Unknown,Yes,Shared,No,Shared,No,Shared,112,700,0,6.461758863220791,6.25
2019-09-13,Furnished,52.38069,4.849803,Apartment,Unknown,Yes,Own,Yes,Own,No,Own,532,875,475,3.463434522782968,1.644736842105263
2019-09-13,Furnished,52.324303,4.974314,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,600,600,7.883611409995773,4.918032786885246
2019-09-13,Furnished,52.395059,4.948125,Room,Unknown,Yes,Shared,No,Shared,No,Shared,142,600,0,3.7028489032079235,4.225352112676056
2019-09-13,Furnished,52.364779,4.93788,Apartment,Unknown,Yes,Own,No,Own,No,Own,462,1200,0,2.987116718692173,2.5974025974025974
2019-09-13,Furnished,52.352879,4.83139,Room,Unknown,No,None,No,None,No,None,102,800,0,5.531455930172817,7.8431372549019605
2019-09-13,Furnished,52.365682,4.865816,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,120,0,2.7874106082378356,0.7407407407407407
2019-09-13,Unfurnished,52.311906,4.957628,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,550,550,8.40761839896698,3.3950617283950617
2019-09-13,Furnished,52.379423,4.842674,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,675,0,3.9436442824680795,3.708791208791209
2019-09-13,Furnished,52.380444,4.820481,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,675,675,5.457115621301362,5.113636363636363
2019-09-13,Furnished,52.377939,4.802224,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,775,0,6.698677790640606,5.871212121212121
2019-09-13,Furnished,52.353695,4.835448,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,800,0,5.248802948948121,6.0606060606060606
2019-09-13,Unfurnished,52.32553,4.976743,Apartment,Unknown,No,Own,No,Own,No,Own,552,1025,0,7.8867432521902625,1.8568840579710144
2019-09-13,Furnished,52.351333,4.794848,Room,A,Yes,Shared,Yes,Shared,No,Shared,182,930,0,7.828342534729719,5.1098901098901095
2019-09-13,Uncarpeted,52.372119,4.894814,Apartment,Unknown,Yes,Own,No,Own,No,Own,602,1750,3500,0.8507277895959324,2.9069767441860463
2019-09-13,Unfurnished,52.36598,4.879182,Apartment,Unknown,No,None,No,None,No,None,1602,3650,0,2.0472313573702983,2.278401997503121
2019-09-13,Furnished,52.382219,4.8133,Apartment,Unknown,Yes,Own,No,Own,Yes,Own,472,1150,1300,5.954745300707766,2.4364406779661016
2019-09-13,Furnished,52.377082,4.872613,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,112,800,800,1.9152582406932832,7.142857142857143
2019-09-13,Furnished,52.378263,4.873172,Apartment,Unknown,Yes,Own,No,Own,Yes,Own,702,1199,0,1.8677907137236718,1.707977207977208
2019-09-13,Furnished,52.357125,4.921729,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,122,800,800,2.818952284910917,6.557377049180328
2019-09-13,Furnished,52.351664,4.799349,Room,Unknown,No,Shared,No,Shared,No,Shared,842,1700,1750,7.53230174253993,2.019002375296912
2019-09-13,Furnished,52.317677,4.955046,Apartment,B,No,Own,No,Own,No,Own,1002,1675,3000,7.758036054383507,1.6716566866267466
2019-09-13,Furnished,52.386503,4.884838,Apartment,Unknown,Yes,Own,No,Own,No,Own,1202,860,500,1.3654944438780328,0.7154742096505824
2019-09-13,Unfurnished,52.350247,4.843055,Studio,Unknown,Yes,Own,No,Own,No,Own,292,720,1500,5.051867260628529,2.4657534246575343
2019-09-13,Furnished,52.370263,4.93804,Apartment,Unknown,No,None,No,None,No,None,1102,1850,0,2.7261835907877447,1.6787658802177858
2019-09-13,Furnished,52.373384,4.883391,Apartment,Unknown,No,None,No,None,No,None,902,2150,0,1.3218273640698905,2.3835920177383594
2019-09-13,Unfurnished,52.365189,4.80746,Apartment,Unknown,No,None,No,None,No,None,1352,2250,0,6.523133079028768,1.6642011834319526
2019-09-14,Furnished,52.39499,4.913144,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,500,0,1.9841468467208128,3.0864197530864197
2019-09-14,Furnished,52.332359,4.878887,Room,A,Yes,Shared,No,Shared,No,Shared,112,600,600,5.385701465720771,5.357142857142857
2019-09-14,Furnished,52.375391,4.89406,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,92,900,1350,0.5913720675599706,9.782608695652174
2019-09-14,Furnished,52.364632,4.827797,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,750,0,5.205188944368957,6.147540983606557
2019-09-14,Furnished,52.363692,4.888809,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,380,250,1.8726738211811416,1.881188118811881
2019-09-14,Unfurnished,52.32553,4.976743,Apartment,Unknown,No,Own,No,Own,No,Own,552,1025,0,7.8867432521902625,1.8568840579710144
2019-09-14,Furnished,52.352836,4.837266,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,252,800,800,5.197321071667439,3.1746031746031744
2019-09-14,Uncarpeted,52.354621,4.838373,Room,Unknown,No,None,No,None,No,None,112,750,790,5.025334209688823,6.696428571428571
2019-09-14,Furnished,52.325412,4.872919,Apartment,Unknown,Yes,Own,No,Own,No,Own,292,1050,2000,6.243236190839455,3.595890410958904
2019-09-14,Furnished,52.367141,4.906197,Apartment,Unknown,No,None,No,None,No,None,472,1450,0,1.363348448531939,3.0720338983050848
2019-09-14,Unfurnished,52.356126,4.877789,Apartment,Unknown,Yes,None,No,None,No,None,1592,3500,0,2.9719623042468064,2.198492462311558
2019-09-14,Furnished,52.370685,4.859219,Room,Unknown,No,None,No,None,No,None,92,890,0,2.9614887701838506,9.673913043478262
2019-09-14,Furnished,52.356868,4.825084,Room,Unknown,Yes,Shared,No,Shared,No,Shared,142,850,0,5.696886954679119,5.985915492957746
2019-09-14,Furnished,52.3702,4.868979,Room,Unknown,Yes,Shared,No,Shared,No,Shared,112,475,0,2.359923339533709,4.241071428571429
2019-09-14,Furnished,52.3702,4.868979,Room,Unknown,No,Shared,No,Shared,No,Shared,112,475,475,2.359923339533709,4.241071428571429
2019-09-14,Unfurnished,52.38017,4.856592,Apartment,Unknown,No,None,No,None,No,None,552,1800,0,2.998753889428513,3.260869565217391
2019-09-14,Furnished,52.362683,4.857876,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,530,1060,3.4229395875134374,4.344262295081967
2019-09-14,Furnished,52.38316,4.961623,Apartment,Unknown,Yes,Own,No,Own,No,Own,802,1500,1500,4.1835208525856515,1.8703241895261846
2019-09-15,Furnished,52.306834,4.979568,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,625,625,9.6584447465082,5.122950819672131
2019-09-15,Furnished,52.359754,4.926464,Room,Unknown,Yes,Shared,No,Shared,No,Shared,82,400,0,2.765386344127013,4.878048780487805
2019-09-15,Furnished,52.316612,4.944783,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,850,0,7.557370517487296,6.967213114754099
2019-09-15,Furnished,52.325317,4.947237,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,650,650,6.7570712056683355,7.065217391304348
2019-09-15,Furnished,52.360569,4.8503,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,560,0,3.9861384398074358,5.490196078431373
2019-09-15,Furnished,52.353211,4.888604,Room,Unknown,No,None,By mutual agreement,None,Not important,None,182,700,500,2.972764286028829,3.8461538461538463
2019-09-15,Furnished,52.321722,4.976145,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,625,0,8.184997736011878,5.122950819672131
2019-09-15,Furnished,52.375548,4.870923,Apartment,Unknown,Yes,Own,No,Own,No,Own,632,1500,1500,2.053827236170508,2.3734177215189876
2019-09-15,Furnished,52.418012,4.890965,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,202,850,0,4.401011524547624,4.207920792079208
2019-09-15,Furnished,52.362234,4.823805,Apartment,Unknown,No,None,No,None,No,None,652,1250,2000,5.548286303988636,1.9171779141104295
2019-09-15,Uncarpeted,52.37458,4.879472,Apartment,Unknown,No,Own,No,Own,No,Own,402,1500,3000,1.5157700677911814,3.7313432835820897
2019-09-15,Furnished,52.356114,4.80516,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,850,850,6.976580577147311,4.670329670329671
2019-09-15,Furnished,52.412543,4.918165,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,750,0,3.930222016475614,7.352941176470588
2019-09-15,Unfurnished,52.370433,4.86028,Room,A,Yes,Shared,No,Shared,No,Shared,302,1040,1500,2.901837970773692,3.443708609271523
2019-09-15,Furnished,52.372968,4.834471,Room,A,Yes,Shared,No,Shared,No,Shared,212,600,600,4.550285975759729,2.830188679245283
2019-09-15,Uncarpeted,52.381126,4.852702,Room,Unknown,No,None,No,None,No,None,122,700,0,3.269671758401527,5.737704918032787
2019-09-15,Furnished,52.341915,4.94675,Room,Unknown,Yes,Shared,Yes,Own,No,Own,102,750,0,5.1798632466502434,7.352941176470588
2019-09-16,Furnished,52.306593,5.018227,Room,Unknown,Yes,Shared,No,Shared,No,Shared,192,495,0,11.358883220530386,2.578125
2019-09-16,Furnished,52.362312,4.807099,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,800,0,6.629161345533337,6.0606060606060606
2019-09-16,Furnished,52.354612,4.795157,Room,Unknown,Yes,Shared,No,Shared,No,Shared,182,850,0,7.672741770885489,4.670329670329671
2019-09-16,Furnished,52.364632,4.827797,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,750,0,5.205188944368957,6.147540983606557
2019-09-16,Furnished,52.356886,4.836411,Apartment,Unknown,Yes,Own,No,Own,No,Own,442,1000,1000,5.010496939886598,2.262443438914027
2019-09-16,Furnished,52.390748,4.913726,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,600,600,1.5934062456549027,4.918032786885246
