first_seen_at,furnish,latitude,longitude,property_type,energy_label,internet,kitchen,pets,shower,smoking_inside,toilet,area,rent,deposit,distance,rent_per_m2
2019-12-09,Furnished,52.351539,4.889516,Apartment,Unknown,Yes,Own,No,Own,No,Own,802,1100,1500,3.1365848463248427,1.371571072319202
2019-12-09,Furnished,52.37948,4.874726,Apartment,Unknown,No,Own,No,Own,Not important,Own,602,1660,2500,1.7617723020528502,2.7574750830564785
2019-12-09,Furnished,52.32323,4.951291,Room,C,Yes,Shared,No,Shared,No,Shared,122,700,1000,7.093267475484508,5.737704918032787
2019-12-09,Furnished,52.381361,4.807357,Room,A,Yes,Shared,No,Shared,No,Shared,122,650,0,6.353932302561191,5.327868852459017
2019-12-09,Furnished,52.341604,4.893846,Room,A,Yes,Shared,No,Shared,Not important,Shared,142,700,0,4.175475236502028,4.929577464788732
2019-12-09,Unfurnished,52.356021,4.797621,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,132,650,650,7.460844716897092,4.924242424242424
2019-12-09,Unfurnished,52.353447,4.881602,Room,Unknown,Yes,Shared,No,Shared,No,Shared,252,900,1700,3.1134452462367666,3.5714285714285716
2019-12-09,Furnished,52.374307,4.88708,Apartment,Unknown,Yes,Own,No,Own,No,Own,552,1500,1500,1.051946983431478,2.717391304347826
2019-12-09,Furnished,52.350198,4.788493,Room,B,Yes,Shared,No,Shared,No,Shared,162,700,500,8.27636422289695,4.320987654320987
2019-12-09,Furnished,52.380081,4.820106,Room,B,Yes,Shared,No,Own,Yes,Shared,302,999,999,5.4815450292638035,3.30794701986755
2019-12-09,Furnished,52.352354,4.897262,Apartment,Unknown,Yes,Own,No,Own,No,Own,702,1250,500,2.9626347294333826,1.7806267806267806
2019-12-09,Uncarpeted,52.372736,4.84335,Room,Unknown,Yes,Shared,No,Shared,No,Shared,142,775,0,3.957390388730523,5.457746478873239
2019-12-09,Furnished,52.373353,4.847679,Apartment,D,Yes,Own,No,Own,Not important,Own,562,1350,1350,3.655153760907693,2.402135231316726
2019-12-09,Furnished,52.377482,4.947822,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,202,1050,1500,3.220913012049586,5.198019801980198
2019-12-09,Furnished,52.36645,4.881588,Studio,Unknown,Yes,Own,No,Own,No,Own,302,1300,0,1.8954449221104834,4.304635761589404
2019-12-09,Unfurnished,52.347504,4.812121,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,630,630,6.965460850383008,3.888888888888889
2019-12-09,Furnished,52.343763,4.817499,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,480,480,6.879045761706357,4.705882352941177
2019-12-09,Furnished,52.384267,4.857419,Apartment,B,Yes,Own,No,Own,No,Own,842,1900,1900,2.9990180363834495,2.2565320665083135
2019-12-09,Furnished,52.373681,4.896846,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,800,800,0.634089671694257,5.2631578947368425
2019-12-09,Furnished,52.378037,4.883486,Apartment,Unknown,Yes,Own,By mutual agreement,Own,Not important,Own,502,1500,1500,1.1680532534090002,2.9880478087649402
2019-12-09,Unfurnished,52.356178,4.938486,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,850,0,3.6137867803058494,5.592105263157895
2019-12-09,Unfurnished,52.300447,4.991318,Room,Unknown,No,Shared,No,Shared,No,Shared,172,575,0,10.698477238777789,3.3430232558139537
2019-12-09,Furnished,52.358479,4.926638,Apartment,C,Yes,Own,No,Own,Not important,Own,902,1950,1950,2.8834104147297057,2.161862527716186
2019-12-09,Furnished,52.353342,4.928836,Apartment,Unknown,Yes,Own,By mutual agreement,Own,Not important,Own,652,1550,1750,3.4340930756089714,2.3773006134969323
2019-12-09,Unfurnished,52.372053,4.896521,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,850,850,0.8106081844367101,6.4393939393939394
2019-12-09,Furnished,52.36202,4.932436,Apartment,Unknown,Yes,Shared,No,Own,No,Own,622,980,0,2.8698305202291485,1.5755627009646302
2019-12-09,Unfurnished,52.365347,4.838764,Room,B,Yes,Shared,No,Shared,No,Shared,102,800,1000,4.472136362427669,7.8431372549019605
2019-12-09,Furnished,52.358015,4.994937,Apartment,Unknown,Yes,Own,No,Own,No,Own,952,680,100,6.834185818580594,0.7142857142857143
2019-12-09,Furnished,52.363413,4.856312,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,950,500,3.4728639390046125,9.313725490196079
2019-12-09,Furnished,52.356169,4.898267,Apartment,C,Yes,Own,Yes,Own,No,Own,752,1700,2000,2.5343917411609533,2.2606382978723403
2019-12-09,Uncarpeted,52.359422,4.855629,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,700,1400,3.75129943579325,4.320987654320987
2019-12-09,Furnished,52.412083,4.917429,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,750,0,3.8663439234295667,4.62962962962963
2019-12-09,Furnished,52.352062,5.002118,Room,A,No,Shared,No,Shared,Not important,Shared,162,835,1650,7.533694491906321,5.154320987654321
2019-12-09,Unfurnished,52.410502,4.922899,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,162,670,0,3.830565559651555,4.135802469135802
2019-12-09,Furnished,52.353341,4.864066,Apartment,Unknown,Yes,Own,No,Own,Not important,Own,692,1500,1400,3.778311741954611,2.167630057803468
2019-12-09,Unfurnished,52.362706,4.93449,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,450,350,2.9294245158773884,2.960526315789474
2019-12-09,Unfurnished,52.362706,4.93449,Room,Unknown,Yes,Shared,No,Shared,No,Shared,252,550,350,2.9294245158773884,2.1825396825396823
2019-12-09,Furnished,52.319012,4.979117,Apartment,Unknown,No,None,No,None,No,None,702,1450,0,8.54696636431377,2.0655270655270654
2019-12-09,Furnished,52.318978,4.943657,Room,Unknown,Yes,Shared,No,Shared,No,Shared,112,500,500,7.285380970518603,4.464285714285714
2019-12-09,Furnished,52.366509,4.869061,Apartment,Unknown,Yes,Own,No,Own,No,Own,402,775,100,2.5513930817183224,1.927860696517413
2019-12-09,Furnished,52.338776,4.918996,Studio,Unknown,Yes,Shared,No,Shared,No,Shared,182,775,775,4.637794956428929,4.258241758241758
2019-12-09,Furnished,52.353262,4.794922,Room,C,Yes,Shared,No,Shared,No,Shared,122,750,750,7.741916509424212,6.147540983606557
2019-12-09,Uncarpeted,52.410046,4.900152,Room,Unknown,No,Own,No,Shared,No,Own,202,550,0,3.4657775090702043,2.722772277227723
2019-12-09,Furnished,52.321983,4.97286,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,600,0,8.023110254310716,2.9702970297029703
2019-12-09,Furnished,52.305572,4.978573,Room,Unknown,No,Shared,No,Shared,No,Shared,322,800,250,9.738213953950872,2.484472049689441
2019-12-09,Furnished,52.374274,4.832919,Room,Unknown,Yes,Shared,By mutual agreement,Shared,No,Shared,632,1200,1000,4.636439630754089,1.8987341772151898
2019-12-09,Furnished,52.369056,4.873048,Apartment,Unknown,Yes,Own,No,Own,No,Own,552,1550,3000,2.1716442272096006,2.8079710144927534
2019-12-09,Furnished,52.371779,4.863162,Room,B,Yes,Shared,No,Own,No,Own,162,460,0,2.668666916826409,2.8395061728395063
2019-12-09,Furnished,52.36572,4.893224,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,802,1150,1125,1.5499230196523985,1.4339152119700749
2019-12-10,Furnished,52.324321,4.974385,Room,Unknown,Yes,Shared,No,Own,No,Shared,252,800,800,7.885151917043726,3.1746031746031744
2019-12-10,Furnished,52.38402,4.837962,Apartment,Unknown,Yes,Own,No,Own,Not important,Own,452,1400,450,4.301744152806069,3.0973451327433628
2019-12-10,Furnished,52.379391,4.853297,Room,Unknown,No,Shared,No,Shared,No,Shared,122,495,100,3.220292666209918,4.057377049180328
2019-12-10,Furnished,52.356934,4.81602,Room,C,No,Shared,No,Shared,No,Shared,72,625,1000,6.256935882068555,8.680555555555555
2019-12-10,Furnished,52.382797,4.881299,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,162,550,600,1.3826704127755716,3.3950617283950617
2019-12-10,Furnished,52.368366,4.942875,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,202,650,0,3.1098658476354295,3.217821782178218
2019-12-10,Unfurnished,52.375446,4.860071,Room,B,Yes,Shared,No,Shared,No,Shared,552,931,1550,2.7853299351956315,1.6865942028985508
2019-12-10,Unfurnished,52.383644,4.913717,Room,Unknown,No,Shared,No,Shared,No,Shared,62,600,900,1.0385972326349964,9.67741935483871
2019-12-10,Unfurnished,52.383644,4.913717,Room,Unknown,No,Shared,No,Shared,No,Shared,82,695,1400,1.0385972326349964,8.475609756097562
2019-12-10,Furnished,52.375361,4.898039,Apartment,Unknown,Yes,Own,No,Own,No,Own,452,1595,0,0.43025723840738783,3.5287610619469025
2019-12-10,Unfurnished,52.359835,4.928301,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,580,1160,2.8400441232533193,5.686274509803922
2019-12-10,Furnished,52.343805,4.949282,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,840,800,5.124305033835533,4.158415841584159
2019-12-10,Unfurnished,52.318499,4.959457,Room,A,No,Shared,No,Shared,No,Shared,122,650,650,7.827546929102347,5.327868852459017
2019-12-10,Furnished,52.364095,4.943726,Apartment,B,Yes,Own,No,Own,No,Own,652,1550,1550,3.36889642063849,2.3773006134969323
2019-12-10,Furnished,52.354722,4.925508,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,400,0,3.1814792029361585,2.6315789473684212
2019-12-10,Furnished,52.327566,4.87975,Room,A,Yes,Shared,No,Shared,No,Own,162,550,250,5.885939282209077,3.3950617283950617
2019-12-10,Furnished,52.401487,4.913452,Apartment,C,Yes,Own,No,Own,No,Own,722,1500,3000,2.661635759751172,2.0775623268698062
2019-12-10,Furnished,52.353831,4.831366,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,820,0,5.478109794980385,6.212121212121212
2019-12-10,Unfurnished,52.377366,4.849445,Apartment,Unknown,No,None,No,None,No,None,562,1500,0,3.4864041905946834,2.6690391459074734
2019-12-10,Furnished,52.375257,4.859311,Apartment,Unknown,No,None,No,None,No,None,542,1500,0,2.839531803739317,2.7675276752767526
2019-12-10,Furnished,52.395881,4.93954,Apartment,Unknown,Yes,Own,No,Own,No,Own,922,1750,3500,3.256650740009903,1.8980477223427332
2019-12-10,Furnished,52.370908,4.864952,Studio,Unknown,Yes,Own,No,Own,Not important,Own,292,1290,0,2.5842765142995394,4.417808219178082
2019-12-10,Furnished,52.368206,4.860663,Room,Unknown,Yes,Shared,Yes,Own,No,Own,122,760,0,2.9676509799920465,6.229508196721311
2019-12-10,Furnished,52.305282,4.954947,Room,B,Yes,Shared,No,Shared,No,Shared,222,600,350,8.990863345522015,2.7027027027027026
2019-12-10,Furnished,52.363243,4.861363,Studio,Unknown,No,Own,No,Own,No,Own,202,550,0,3.189083785855661,2.722772277227723
2019-12-10,Unfurnished,52.376518,4.842838,Room,Unknown,Yes,Shared,No,None,No,Shared,102,700,700,3.9411083803174964,6.862745098039215
2019-12-10,Furnished,52.379271,4.871687,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,650,650,1.9679736310466842,5.327868852459017
2019-12-10,Furnished,52.324957,4.872414,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,697,697,6.301918740439424,6.833333333333333
2019-12-10,Furnished,52.33016,4.873738,Apartment,Unknown,No,Own,No,Own,No,Own,802,1950,2500,5.723668868553291,2.43142144638404
2019-12-10,Furnished,52.356229,4.894782,Apartment,Unknown,Yes,Own,No,Own,No,Own,502,1650,0,2.5535408921377103,3.2868525896414345
2019-12-10,Furnished,52.34857,4.908682,Studio,A,Yes,Own,No,Own,No,Own,132,770,900,3.4198817078605592,5.833333333333333
2019-12-10,Unfurnished,52.351772,4.934139,Room,Unknown,Yes,Shared,No,Shared,No,Shared,302,900,1800,3.7866016715169115,2.980132450331126
2019-12-10,Furnished,52.363531,4.839858,Studio,A,Yes,Own,No,Own,No,Own,262,1200,1200,4.47540432770453,4.580152671755725
2019-12-10,Furnished,52.357566,4.944901,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,122,900,0,3.840474385405777,7.377049180327869
2019-12-10,Furnished,52.367833,4.85649,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,600,0,3.2455445616304086,5.882352941176471
2019-12-10,Furnished,52.376318,4.844456,Studio,A,Yes,Own,No,Own,No,Own,302,750,500,3.832795098281738,2.4834437086092715
2019-12-10,Furnished,52.346026,4.868326,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,500,500,4.267300212728438,3.0864197530864197
2019-12-10,Furnished,52.375451,4.866893,Apartment,Unknown,Yes,Shared,Yes,Shared,Not important,Shared,102,615,0,2.325995096838747,6.029411764705882
2019-12-10,Furnished,52.395059,4.948125,Room,Unknown,No,Shared,No,Shared,No,Shared,112,600,600,3.7028489032079235,5.357142857142857
2019-12-10,Furnished,52.354484,4.794282,Room,A,Yes,Shared,No,Shared,No,Shared,152,600,600,7.733553316722398,3.9473684210526314
2019-12-10,Furnished,52.356444,4.995687,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,600,0,6.943337248401851,4.545454545454546
2019-12-10,Furnished,52.417195,4.892128,Room,Unknown,Yes,Shared,No,Shared,No,Shared,322,700,0,4.299826534524294,2.1739130434782608
2019-12-10,Furnished,52.38339,4.79753,Apartment,Unknown,No,Shared,No,Shared,No,Shared,602,1050,0,7.034796063115431,1.744186046511628
2019-12-10,Furnished,52.355731,4.912074,Room,Unknown,Yes,Shared,No,Own,No,Own,202,1200,0,2.694464867779691,5.9405940594059405
2019-12-10,Furnished,52.350104,4.879468,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,560,560,3.5123005792962396,6.086956521739131
2019-12-10,Furnished,52.394985,4.949084,Apartment,Unknown,No,Own,No,Own,No,Own,702,1350,1000,3.756133442672709,1.9230769230769231
2019-12-10,Furnished,52.353337,4.810857,Studio,Unknown,Yes,Own,No,Own,No,Shared,252,800,1000,6.741210768852199,3.1746031746031744
2019-12-10,Furnished,52.324581,4.974334,Room,Unknown,Yes,Shared,No,Shared,No,Shared,142,642,950,7.8606585733612375,4.52112676056338
2019-12-10,Furnished,52.341797,4.944217,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,500,0,5.087585095765049,3.0864197530864197
2019-12-10,Furnished,52.361408,4.826504,Room,Unknown,Yes,Shared,No,Shared,No,Shared,172,800,0,5.407827718134139,4.651162790697675
2019-12-10,Furnished,52.349337,4.848668,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,82,600,600,4.829830165316565,7.317073170731708
2019-12-10,Furnished,52.344272,4.865456,Apartment,Unknown,Yes,None,By mutual agreement,None,Not important,None,752,2250,0,4.535803150515755,2.992021276595745
2019-12-10,Unfurnished,52.376581,4.923626,Apartment,Unknown,No,None,No,None,No,None,1102,1975,0,1.5904543362836194,1.7921960072595282
2019-12-10,Furnished,52.349567,4.836999,Apartment,Unknown,No,Shared,No,Shared,No,Shared,1162,2400,0,5.423384148972985,2.0654044750430294
2019-12-11,Uncarpeted,52.321983,4.97286,Room,A,Yes,Shared,No,Shared,No,Shared,152,750,750,8.023110254310716,4.934210526315789
2019-12-11,Furnished,52.381321,4.860155,Apartment,Unknown,Yes,Own,No,Own,No,Own,502,1100,1100,2.765906443093101,2.191235059760956
2019-12-11,Furnished,52.370951,4.877132,Apartment,Unknown,No,Shared,No,Shared,No,Shared,562,720,200,1.825565495715672,1.2811387900355873
2019-12-11,Furnished,52.336442,4.873119,Apartment,A,Yes,Own,No,Own,Not important,Own,652,1250,1250,5.081547866049868,1.9171779141104295
2019-12-11,Unfurnished,52.300455,4.979534,Apartment,Unknown,Yes,Shared,By mutual agreement,Shared,Not important,Shared,1182,2500,2500,10.254404186002931,2.1150592216582065
2019-12-11,Furnished,52.356126,4.877789,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,182,750,750,2.9719623042468064,4.1208791208791204
2019-12-11,Furnished,52.344786,4.810028,Apartment,Unknown,Yes,Own,No,Own,No,Own,602,1750,1750,7.243160103161733,2.9069767441860463
2019-12-11,Furnished,52.417195,4.892128,Room,Unknown,Yes,Shared,No,Shared,No,Shared,322,750,0,4.299826534524294,2.329192546583851
2019-12-11,Furnished,52.379664,4.848603,Apartment,Unknown,Yes,Own,No,Own,No,Own,552,1250,600,3.5404822578327444,2.2644927536231885
2019-12-11,Uncarpeted,52.322791,4.950209,Studio,Unknown,Yes,Own,No,Own,No,Own,452,1350,1500,7.100569186037724,2.9867256637168142
2019-12-11,Furnished,52.412543,4.918165,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,600,0,3.930222016475614,4.918032786885246
2019-12-11,Furnished,52.369349,4.858592,Room,Unknown,Yes,Shared,No,Shared,No,Shared,62,550,100,3.0507329769564935,8.870967741935484
2019-12-11,Uncarpeted,52.359471,4.854935,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,400,0,3.786861017036423,3.278688524590164
2019-12-11,Unfurnished,52.371654,4.862736,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,680,500,2.70050774613108,7.391304347826087
2019-12-11,Furnished,52.363871,4.945392,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,350,300,3.4802300903745538,3.4313725490196076
2019-12-11,Furnished,52.360655,4.859017,Room,Unknown,Yes,Shared,No,Shared,No,Shared,142,520,520,3.4837150110934068,3.6619718309859155
2019-12-11,Furnished,52.29445,4.978345,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,650,650,10.789012861645508,5.327868852459017
2019-12-11,Furnished,52.373412,4.836547,Room,Unknown,Yes,Shared,No,Own,Not important,Own,182,1100,1000,4.4033053375996145,6.043956043956044
2019-12-11,Furnished,52.369458,4.865918,Apartment,Unknown,Yes,Own,Yes,Own,Not important,Own,602,1600,1600,2.5839479060674893,2.6578073089700998
2019-12-11,Furnished,52.34921,5.011776,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,665,0,8.263756081525775,4.104938271604938
2019-12-11,Furnished,52.373412,4.836547,Room,Unknown,Yes,Shared,No,Own,No,Own,162,950,950,4.4033053375996145,5.864197530864198
2019-12-11,Unfurnished,52.325012,4.867806,Apartment,Unknown,No,None,No,None,No,None,802,1750,0,6.398790031585411,2.1820448877805485
2019-12-11,Furnished,52.345063,4.915396,Apartment,Unknown,Yes,Own,No,Own,No,Own,852,2250,4500,3.898216429966108,2.640845070422535
2019-12-11,Furnished,52.381724,4.855231,Apartment,Unknown,Yes,Own,No,Own,No,Own,582,1499,2998,3.1039874596866084,2.575601374570447
2019-12-11,Furnished,52.369752,4.934573,Apartment,Unknown,Yes,Own,No,Own,No,Own,952,2450,4900,2.5289763278321673,2.573529411764706
2019-12-11,Furnished,52.358482,4.990044,Apartment,Unknown,Yes,Own,No,Own,No,Own,782,1750,3500,6.50339090996897,2.237851662404092
2019-12-11,Furnished,52.356752,4.928099,Apartment,A,No,Own,No,Own,No,Own,602,1850,3700,3.0963937327716002,3.0730897009966776
2019-12-11,Furnished,52.35924,4.937924,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,800,0,3.3549775059271902,6.557377049180328
2019-12-11,Furnished,52.350771,4.84442,Apartment,Unknown,Yes,None,No,None,No,None,1002,2300,0,4.942944622217888,2.2954091816367264
2019-12-11,Furnished,52.364737,4.933967,Apartment,Unknown,Yes,None,No,None,No,None,802,1750,0,2.7666877123724873,2.1820448877805485
2019-12-11,Unfurnished,52.407216,4.935308,Apartment,Unknown,Yes,None,No,None,No,None,1852,2150,0,3.9390394040766825,1.1609071274298055
2019-12-11,Furnished,52.361528,4.869954,Apartment,Unknown,No,None,No,None,No,None,852,2500,0,2.844015420258302,2.9342723004694835
2019-12-11,Furnished,52.36627,4.877291,Apartment,Unknown,No,None,No,None,No,None,1762,3450,0,2.119284215048761,1.9580022701475597
2019-12-11,Furnished,52.359036,4.854986,Apartment,Unknown,Yes,None,No,None,No,None,842,2250,0,3.811885713214396,2.672209026128266
2019-12-11,Furnished,52.367856,4.879901,Apartment,Unknown,Yes,None,No,None,No,None,902,2250,0,1.8692355663665488,2.494456762749446
2019-12-11,Furnished,52.362498,4.80958,Apartment,Unknown,Yes,None,No,None,No,None,952,1750,0,6.461146661183537,1.838235294117647
2019-12-11,Furnished,52.353533,4.902957,Room,Unknown,Yes,Shared,Yes,Shared,No,Shared,102,725,0,2.8274442194597187,7.107843137254902
2019-12-11,Unfurnished,52.319254,4.955081,Room,B,Yes,Shared,No,Shared,Yes,Shared,202,680,0,7.605537290292932,3.366336633663366
2019-12-11,Unfurnished,52.319254,4.955081,Room,B,Yes,Shared,No,Shared,Yes,Shared,402,850,0,7.605537290292932,2.1144278606965172
2019-12-11,Furnished,52.326862,4.873724,Room,Unknown,Yes,Shared,No,Shared,No,Shared,82,600,600,6.07285062701416,7.317073170731708
2019-12-11,Furnished,52.358015,4.994937,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,302,850,0,6.834185818580594,2.814569536423841
2019-12-11,Furnished,52.350655,4.896462,Apartment,D,No,Own,By mutual agreement,Own,Not important,Own,252,660,1000,3.155548885863577,2.619047619047619
2019-12-11,Uncarpeted,52.353204,4.892953,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,740,0,2.9062343827739405,7.254901960784314
2019-12-11,Furnished,52.372954,4.920384,Apartment,Unknown,Yes,Own,By mutual agreement,Own,Not important,Own,422,1390,1400,1.5022483548064764,3.293838862559242
2019-12-11,Furnished,52.394927,4.87736,Apartment,Unknown,Yes,Own,By mutual agreement,Own,Not important,Own,742,1900,1900,2.383175943097075,2.560646900269542
2019-12-11,Unfurnished,52.376168,4.895923,Apartment,Unknown,No,None,No,None,No,None,602,1475,0,0.43941062581960333,2.4501661129568104
2019-12-11,Uncarpeted,52.383379,4.835951,Apartment,Unknown,Yes,Shared,No,Shared,Not important,Shared,1172,2700,5400,4.428950677591241,2.303754266211604
2019-12-11,Furnished,52.36572,4.893224,Room,Unknown,Yes,Shared,No,Shared,No,Shared,62,400,400,1.5499230196523985,6.451612903225806
2019-12-11,Furnished,52.363904,4.940123,Room,Unknown,No,Shared,No,Shared,No,Shared,142,800,800,3.168278872232139,5.633802816901408
2019-12-12,Furnished,52.29445,4.978345,Apartment,Unknown,Yes,Shared,No,Shared,No,Shared,792,1800,1800,10.789012861645508,2.272727272727273
2019-12-12,Uncarpeted,52.357276,4.894314,Room,Unknown,Yes,Shared,By mutual agreement,Shared,Yes,Shared,1002,1080,850,2.443870171326012,1.0778443113772456
2019-12-12,Unfurnished,52.372356,4.848192,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,102,675,625,3.641321234181247,6.617647058823529
2019-12-12,Unfurnished,52.372356,4.848192,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,62,625,575,3.641321234181247,10.080645161290322
2019-12-12,Furnished,52.384319,4.888963,Apartment,Unknown,No,Own,Yes,Own,Not important,Own,602,1800,3600,0.9946127394903155,2.990033222591362
2019-12-12,Furnished,52.354004,4.889679,Apartment,Unknown,Yes,Own,No,Own,Not important,Own,752,2000,4000,2.8681872639833,2.6595744680851063
2019-12-12,Furnished,52.295812,4.969241,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,450,300,10.362595041721356,2.7777777777777777
2019-12-12,Uncarpeted,52.319012,4.979117,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,172,510,510,8.54696636431377,2.9651162790697674
2019-12-12,Furnished,52.334499,4.914039,Room,Unknown,Yes,Shared,No,Shared,Not important,Shared,902,1200,600,5.0251583504538875,1.3303769401330376
2019-12-12,Furnished,52.355946,4.910591,Apartment,A,Yes,Shared,By mutual agreement,Shared,Not important,Shared,892,782,2220,2.6437454670317773,0.8766816143497758
2019-12-12,Unfurnished,52.419271,4.888048,Room,Unknown,Yes,Shared,No,Shared,No,Shared,202,650,650,4.572443886759978,3.217821782178218
2019-12-12,Furnished,52.29578,4.967926,Room,Unknown,Yes,Shared,No,Shared,Yes,Shared,122,500,500,10.325615948890528,4.098360655737705
2019-12-12,Furnished,52.368806,4.881785,Studio,Unknown,Yes,Shared,No,Own,No,Own,332,1200,0,1.703051204147117,3.6144578313253013
2019-12-12,Furnished,52.346166,4.825168,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,310,250,6.297576668458575,2.540983606557377
2019-12-12,Furnished,52.358015,4.994937,Apartment,Unknown,Yes,Own,No,Own,No,Own,952,600,100,6.834185818580594,0.6302521008403361
2019-12-12,Furnished,52.362343,4.859655,Studio,Unknown,Yes,Own,No,Own,No,Own,272,1325,1325,3.341316996482155,4.8713235294117645
2019-12-12,Furnished,52.343634,4.896236,Room,Unknown,Yes,Shared,No,Shared,No,Shared,262,999,0,3.9354521402339526,3.812977099236641
2019-12-12,Furnished,52.343634,4.896236,Room,Unknown,Yes,Shared,No,Shared,No,Shared,262,995,0,3.9354521402339526,3.7977099236641223
2019-12-12,Furnished,52.345986,4.868782,Room,Unknown,Yes,Shared,No,Shared,No,Shared,112,600,500,4.255219875467531,5.357142857142857
2019-12-12,Furnished,52.358438,4.861496,Apartment,Unknown,Yes,Own,Yes,Own,No,Own,702,1680,1680,3.5031052473618365,2.393162393162393
2019-12-12,Furnished,52.355731,4.912074,Room,Unknown,Yes,Shared,No,Own,No,Own,192,1260,0,2.694464867779691,6.5625
2019-12-12,Furnished,52.408995,4.90201,Room,A,Yes,Shared,No,Shared,No,Shared,142,600,600,3.3501182053135534,4.225352112676056
2019-12-12,Furnished,52.408608,4.899066,Room,Unknown,Yes,Shared,No,Shared,No,Shared,92,475,0,3.3072484788921224,5.163043478260869
2019-12-12,Unfurnished,52.358848,4.913096,Room,Unknown,Yes,Shared,No,Shared,No,Shared,132,975,2000,2.388673223623446,7.386363636363637
2019-12-12,Unfurnished,52.318499,4.959457,Room,Unknown,No,Shared,No,Shared,No,Shared,122,650,0,7.827546929102347,5.327868852459017
2019-12-12,Unfurnished,52.373057,4.899232,Apartment,Unknown,No,None,No,None,No,None,782,1800,0,0.6567405614301584,2.3017902813299234
2019-12-12,Furnished,52.35608,4.897541,Apartment,Unknown,Yes,None,No,None,No,None,702,1850,0,2.5478169546199188,2.635327635327635
2019-12-12,Unfurnished,52.343177,4.901802,Room,Unknown,Yes,Shared,No,Shared,No,Shared,142,560,560,3.976030487779117,3.943661971830986
2019-12-12,Furnished,52.378164,4.85106,Room,Unknown,Yes,Shared,No,Shared,No,Shared,82,750,0,3.3732062271738092,9.146341463414634
2019-12-12,Furnished,52.395059,4.948125,Room,Unknown,Yes,Shared,No,Shared,No,Shared,102,600,600,3.7028489032079235,5.882352941176471
2019-12-12,Furnished,52.341797,4.944217,Room,Unknown,Yes,Shared,No,Shared,No,Shared,162,500,0,5.087585095765049,3.0864197530864197
2019-12-12,Furnished,52.377302,4.797947,Room,A,Yes,Shared,No,Own,No,Own,72,500,500,6.9913897279570945,6.944444444444445
2019-12-12,Furnished,52.343376,4.891896,Room,Unknown,Yes,Shared,No,Shared,No,Shared,122,500,750,3.9970431375842677,4.098360655737705
2019-12-12,Furnished,52.349567,4.836999,Apartment,Unknown,No,None,No,None,No,None,1182,2400,0,5.423384148972985,2.030456852791878
2019-12-12,Unfurnished,52.377391,4.875249,Apartment,Unknown,No,None,No,None,No,None,702,1750,0,1.733184063990689,2.492877492877493
2019-12-12,Furnished,52.370951,4.877132,Room,Unknown,No,Shared,No,Shared,No,Shared,562,720,0,1.825565495715672,1.2811387900355873
2019-12-13,Unfurnished,52.361408,4.826504,Room,Unknown,Yes,Shared,No,Shared,No,Shared,152,750,1500,5.407827718134139,4.934210526315789
2019-12-13,Unfurnished,52.361408,4.826504,Apartment,Unknown,Yes,Own,No,Own,No,Own,452,1450,2900,5.407827718134139,3.2079646017699117
